A Ashish Reddy,39,1,3.8333333333333335,23,39.0,23.0,10.17391304347826
A Choudhary,144,5,16.833333333333332,101,28.8,20.2,8.554455445544555
A Dananjaya,47,0,4.0,24,0,0,11.75
A Mishra,951,35,121.83333333333334,731,27.17142857142857,20.885714285714286,7.805745554035567
A Nehra,396,17,47.16666666666667,283,23.294117647058822,16.647058823529413,8.395759717314487
A Zampa,278,19,36.83333333333333,221,14.631578947368421,11.631578947368421,7.547511312217195
AB de Villiers,0,0,0,357,0,0,0
AB Dinda,350,12,40.5,243,29.166666666666668,20.25,8.641975308641975
Abhishek Sharma,0,0,0,183,0,0,0
AD Hales,0,0,0,183,0,0,0
AD Mathews,56,0,5.0,30,0,0,11.2
AD Nath,0,0,0,90,0,0,0
AD Russell,646,28,74.33333333333334,446,23.071428571428573,15.928571428571429,8.690582959641254
AF Milne,177,4,18.0,108,44.25,27.0,9.833333333333334
AJ Finch,0,0,0,72,0,0,0
AJ Tye,589,36,77.0,462,16.36111111111111,12.833333333333334,7.64935064935065
AM Rahane,0,0,0,1008,0,0,0
Ankit Sharma,111,1,13.0,78,111.0,78.0,8.538461538461538
Ankit Soni,144,2,18.166666666666668,109,72.0,54.5,7.9266055045871555
Anureet Singh,111,1,12.0,72,111.0,72.0,9.25
AP Tare,0,0,0,72,0,0,0
AR Bawne,0,0,0,36,0,0,0
AR Patel,968,31,121.83333333333334,731,31.225806451612904,23.580645161290324,7.945280437756497
AS Rajpoot,428,18,51.16666666666667,307,23.77777777777778,17.055555555555557,8.364820846905536
AT Rayudu,0,0,0,471,0,0,0
Avesh Khan,227,5,23.0,138,45.4,27.6,9.869565217391305
B Kumar,1213,58,164.5,987,20.913793103448278,17.017241379310345,7.37386018237082
B Laughlin,211,9,20.833333333333332,125,23.444444444444443,13.88888888888889,10.128
B Stanlake,200,7,24.0,144,28.571428571428573,20.571428571428573,8.333333333333334
BA Stokes,619,20,81.0,486,30.95,24.3,7.6419753086419755
Basil Thampi,538,16,54.83333333333333,329,33.625,20.5625,9.811550151975684
BB McCullum,0,0,0,804,0,0,0
BB Sran,671,18,73.5,441,37.27777777777778,24.5,9.129251700680273
BCJ Cutting,371,8,40.83333333333333,245,46.375,30.625,9.085714285714287
Bipul Sharma,250,6,30.333333333333332,182,41.666666666666664,30.333333333333332,8.241758241758243
C de Grandhomme,264,6,31.0,186,44.0,31.0,8.516129032258064
C Munro,15,0,2.0,108,0,0,7.5
CA Lynn,0,0,0,36,0,0,0
CH Gayle,63,2,10.0,84,31.5,42.0,6.3
CH Morris,691,28,89.0,534,24.678571428571427,19.071428571428573,7.764044943820225
CJ Anderson,301,6,27.5,165,50.166666666666664,27.5,10.945454545454545
CJ Dala,34,0,3.0,18,0,0,11.333333333333334
CJ Jordan,298,12,33.0,198,24.833333333333332,16.5,9.030303030303031
CR Brathwaite,350,13,39.333333333333336,236,26.923076923076923,18.153846153846153,8.898305084745763
CR Woakes,576,25,62.33333333333333,374,23.04,14.96,9.240641711229948
D Wiese,49,0,4.0,24,0,0,12.25
DA Miller,0,0,0,72,0,0,0
DA Warner,0,0,0,48,0,0,0
DJ Bravo,1027,31,109.5,657,33.12903225806452,21.193548387096776,9.378995433789955
DJ Hooda,163,5,20.0,120,32.6,24.0,8.15
DJ Willey,95,2,10.0,60,47.5,30.0,9.5
DJM Short,19,1,3.0,18,19.0,18.0,6.333333333333333
DL Chahar,393,11,50.166666666666664,301,35.72727272727273,27.363636363636363,7.833887043189369
DM Bravo,0,0,0,42,0,0,0
DR Shorey,0,0,0,42,0,0,0
DR Smith,301,10,31.0,186,30.1,18.6,9.709677419354838
DS Kulkarni,725,25,87.66666666666666,526,29.0,21.04,8.269961977186313
DT Christian,399,15,51.833333333333336,311,26.6,20.733333333333334,7.697749196141479
DW Steyn,17,0,2.0,12,0,0,8.5
E Lewis,0,0,0,12,0,0,0
EJG Morgan,0,0,0,24,0,0,0
ER Dwivedi,0,0,0,12,0,0,0
F Behardien,0,0,0,12,0,0,0
F du Plessis,0,0,0,36,0,0,0
G Gambhir,0,0,0,36,0,0,0
GB Hogg,142,4,16.0,96,35.5,24.0,8.875
GJ Bailey,0,0,0,96,0,0,0
GJ Maxwell,337,12,44.0,264,28.083333333333332,22.0,7.659090909090909
Gurkeerat Singh,31,2,4.0,78,15.5,39.0,7.75
H Klaasen,0,0,0,24,0,0,0
Harbhajan Singh,928,24,121.83333333333333,731,38.666666666666664,30.458333333333332,7.6169630642954855
HH Pandya,747,27,85.33333333333334,512,27.666666666666668,18.962962962962962,8.753906249999998
HM Amla,0,0,0,512,0,0,0
HV Patel,357,11,35.5,213,32.45454545454545,19.363636363636363,10.056338028169014
I Sharma,327,3,33.0,198,109.0,66.0,9.909090909090908
IK Pathan,87,0,10.0,60,0,0,8.7
Imran Tahir,695,29,83.66666666666667,502,23.96551724137931,17.310344827586206,8.306772908366533
Iqbal Abdulla,268,8,30.0,180,33.5,22.5,8.933333333333334
IR Jaggi,0,0,0,30,0,0,0
IS Sodhi,135,5,23.0,138,27.0,27.6,5.869565217391305
Ishan Kishan,0,0,0,414,0,0,0
J Suchith,31,0,2.0,12,0,0,15.5
J Yadav,167,2,23.0,138,83.5,69.0,7.260869565217392
