S Ladda,1,-,-,-,-,-,-,-,-,-,-,-,-
(Gujarat Lions)
VR Aaron,8,1,1,0,0*,-,0,-,0,0,0,0,0
(Royal Challengers Bangalore)
KJ Abbott,5,3,2,13,12*,13.00,8,162.50,0,0,1,0,1
(Kings XI Punjab)
AD Nath,4,3,0,20,12,6.66,27,74.07,0,0,0,1,0
(Gujarat Lions)
MA Agarwal,3,3,0,27,10,9.00,25,108.00,0,0,0,3,1
(Delhi Daredevils)
HM Amla,6,6,0,157,96,26.16,119,131.93,0,1,1,20,4
(Kings XI Punjab)
Ankit Sharma,3,1,1,3,3*,-,3,100.00,0,0,0,0,0
(Rising Pune Supergiants)
Anureet Singh,2,-,-,-,-,-,-,-,-,-,-,-,-
(Kings XI Punjab)
S Aravind,9,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore)
A Ashish Reddy,4,3,1,47,32,23.50,29,162.06,0,0,0,2,4
(Sunrisers Hyderabad)
M Ashwin,10,1,0,0,0,0.00,1,0.00,0,0,1,0,0
(Rising Pune Supergiants)
R Ashwin,14,6,4,41,29,20.50,38,107.89,0,0,1,3,1
(Rising Pune Supergiants)
GJ Bailey,6,5,1,84,34,21.00,98,85.71,0,0,1,9,2
(Rising Pune Supergiants)
F Behardien,3,3,1,14,9*,7.00,13,107.69,0,0,1,2,0
(Kings XI Punjab)
R Bhatia,10,6,5,34,21,34.00,20,170.00,0,0,0,1,2
(Rising Pune Supergiants)
SW Billings,5,4,0,88,54,22.00,64,137.50,0,1,0,4,4
(Delhi Daredevils)
STR Binny,14,6,2,63,21,15.75,39,161.53,0,0,0,5,4
(Royal Challengers Bangalore)
Bipul Sharma,7,4,2,51,27*,25.50,25,204.00,0,0,0,1,5
(Sunrisers Hyderabad)
SM Boland,2,-,-,-,-,-,-,-,-,-,-,-,-
(Rising Pune Supergiants)
TA Boult,1,-,-,-,-,-,-,-,-,-,-,-,-
(Sunrisers Hyderabad)
CR Brathwaite,8,6,0,83,34,13.83,38,218.42,0,0,0,6,8
(Delhi Daredevils)
DJ Bravo,15,13,5,99,22*,12.37,82,120.73,0,0,1,11,1
(Gujarat Lions)
JJ Bumrah,14,2,1,8,6,8.00,11,72.72,0,0,0,1,0
(Mumbai Indians)
JC Buttler,14,14,3,255,41,23.18,184,138.58,0,0,1,23,11
(Mumbai Indians)
KC Cariappa,5,2,1,13,12*,13.00,11,118.18,0,0,0,0,1
(Kings XI Punjab)
YS Chahal,13,-,-,-,-,-,-,-,-,-,-,-,-
(Royal Challengers Bangalore)
DL Chahar,2,-,-,-,-,-,-,-,-,-,-,-,-
(Rising Pune Supergiants)
UBT Chand,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0
(Mumbai Indians)
PP Chawla,12,3,0,27,11,9.00,26,103.84,0,0,0,4,0
(Kolkata Knight Riders)
NM Coulter-Nile,4,2,2,9,7*,-,14,64.28,0,0,0,1,0
(Delhi Daredevils)
BCJ Cutting,4,4,2,65,39*,32.50,34,191.17,0,0,1,4,6
(Sunrisers Hyderabad)
Q de Kock,13,13,1,445,108,37.08,327,136.08,1,3,0,52,13
(Delhi Daredevils)
AB de Villiers,16,16,3,687,129*,52.84,407,168.79,1,6,1,57,37
(Royal Challengers Bangalore)
R Dhawan,2,2,2,14,11*,-,6,233.33,0,0,0,0,1
(Kings XI Punjab)
S Dhawan,17,17,4,501,82*,38.53,429,116.78,0,4,1,51,8
(Sunrisers Hyderabad)
MS Dhoni,14,12,5,284,64*,40.57,210,135.23,0,1,0,18,14
(Rising Pune Supergiants)
AB Dinda,9,-,-,-,-,-,-,-,-,-,-,-,-
(Rising Pune Supergiants)
JP Duminy,10,8,3,191,49*,38.20,156,122.43,0,0,0,13,3
(Delhi Daredevils)
