00,0.316008316008316,0.7553707553707554,0.8191268191268192,0.8225918225918226,0.9542619542619543,1.0,0.03024193548387097
01,0.33843407294057637,0.7551644988523336,0.8209640397857689,0.8247895944912013,0.9466972711043101,1.0,0.034949544671425053
02,0.2953020134228188,0.7369127516778524,0.8058165548098435,0.8080536912751679,0.9369127516778525,1.0,0.03994845360824742
03,0.3457989315201554,0.740165128703254,0.8067022826614861,0.8091306459446332,0.949490043710539,1.0,0.04143389199255121
04,0.3192204301075269,0.744847670250896,0.8100358422939068,0.8138440860215054,0.948252688172043,1.0,0.03813833225597932
05,0.29365079365079366,0.7142857142857143,0.7976190476190477,0.7976190476190477,0.9404761904761905,1.0,0.019455252918287938
10,0.3945945945945946,0.7945945945945947,0.8702702702702704,0.8702702702702704,0.9513513513513514,1.0,0.10194174757281553
11,0.3813953488372093,0.7767441860465116,0.8449612403100775,0.8480620155038759,0.9426356589147287,1.0,0.07725321888412018
12,0.3986013986013986,0.8006993006993006,0.8601398601398601,0.8601398601398601,0.9475524475524475,1.0,0.09779179810725552
13,0.3102409638554217,0.75,0.8433734939759037,0.8463855421686748,0.9487951807228916,1.0,0.09289617486338798
14,0.3522012578616352,0.7660377358490567,0.8427672955974843,0.8490566037735849,0.9459119496855346,1.0,0.0755813953488372
15,0.4090909090909091,0.8181818181818182,0.8636363636363636,0.8636363636363636,0.9090909090909091,1.0,0.043478260869565216
20,0.3230240549828179,0.7525773195876289,0.8213058419243986,0.8213058419243986,0.9106529209621993,1.0,0.06430868167202572
21,0.3729683490162532,0.7416595380667237,0.8289136013686912,0.8314798973481609,0.9495295124037639,1.0,0.06104417670682731
22,0.3677536231884058,0.7626811594202898,0.8369565217391304,0.8387681159420289,0.9438405797101449,1.0,0.05317324185248713
23,0.36313868613138683,0.7408759124087592,0.822992700729927,0.8266423357664234,0.9489051094890512,1.0,0.058419243986254296
24,0.3368336025848142,0.760096930533118,0.8408723747980614,0.8441033925686592,0.9418416801292407,1.0,0.07057057057057058
25,0.4117647058823529,0.8117647058823529,0.8705882352941177,0.8705882352941177,0.9411764705882353,1.0,0.06593406593406594
30,0.7333333333333333,0.9555555555555555,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.08163265306122448
31,0.5,0.9044117647058824,0.9485294117647058,0.9485294117647058,0.9852941176470588,1.0,0.15
32,0.463768115942029,0.855072463768116,0.9130434782608696,0.9130434782608696,0.9855072463768116,1.0,0.12658227848101267
33,0.6235294117647059,0.9294117647058824,0.9764705882352942,0.9764705882352942,1.0,1.0,0.1326530612244898
34,0.535,0.905,0.97,0.97,0.995,1.0,0.1452991452991453
35,0.47619047619047616,0.7619047619047619,0.8571428571428571,0.8571428571428571,1.0,1.0,0.125
40,0.332378223495702,0.7349570200573066,0.8123209169054441,0.816618911174785,0.9269340974212034,1.0,0.039889958734525444
41,0.3515509601181684,0.774495322501231,0.8508124076809455,0.8532742491383556,0.9483013293943872,1.0,0.05226318245450303
42,0.35116731517509725,0.745136186770428,0.806420233463035,0.8103112840466926,0.9357976653696498,1.0,0.050784856879039705
43,0.3371104815864023,0.7271010387157696,0.7950897072710104,0.7960339943342776,0.9433427762039659,1.0,0.03901996370235935
44,0.34600577478344563,0.7613089509143407,0.8296438883541867,0.8325312800769971,0.9552454282964389,1.0,0.06057866184448463
45,0.39823008849557523,0.7964601769911505,0.8584070796460177,0.8672566371681416,0.9557522123893806,1.0,0.0423728813559322
50,0.3547400611620795,0.7339449541284404,0.7930682976554536,0.7940876656472987,0.9245667686034659,1.0,0.042926829268292686
51,0.3713574982231699,0.7544420753375978,0.8191186922530207,0.8212508884150677,0.9502487562189056,1.0,0.055070517125587644
52,0.35332933413317336,0.76124775044991,0.8164367126574685,0.8182363527294542,0.9310137972405519,1.0,0.04469914040114613
53,0.37219485495347565,0.7312534209085934,0.7887246852764095,0.7892720306513411,0.9436234263820472,1.0,0.045454545454545456
54,0.36517498565691336,0.7478485370051635,0.8123924268502581,0.8152610441767068,0.9388984509466436,1.0,0.049099836333878884
55,0.3611111111111111,0.7291666666666667,0.7777777777777779,0.7777777777777779,0.9166666666666667,1.0,0.02702702702702703
